	id	doi	title	year	journal	publisher	resulting_publication_doi	pmid	pmcid	type	date	date_online	date_print	open_access_categories_v2	categories	field_citation_ratio	times_cited	relative_citation_ratio	altmetrics_score	altmetrics_id
20	pub.1126172864	10.1101/2020.04.02.20050922	Research Article Summary: Inferring change points in the COVID-19 spreading reveals the effectiveness of interventions	2020	medRxiv	Cold Spring Harbor Laboratory				preprint	2020-04-06	2020-04-06		['oa_all' 'green']	"{'bra_v1': None, 'for_v1': {'first_level': {'codes': array(['11'], dtype=object), 'full': array([{'id': '2211', 'code': '11', 'name': 'Medical and Health Sciences'}],
      dtype=object)}, 'second_level': {'codes': array(['1117'], dtype=object), 'full': array([{'id': '3177', 'code': '1117', 'name': 'Public Health and Health Services'}],
      dtype=object)}}, 'hra_v1': None, 'hrcs_hc_v1': None, 'hrcs_rac_v1': None, 'icrp_cso_v1': None, 'icrp_ct_v1': None, 'rcdc_v1': {'values': array(['Bioengineering', 'Vaccine Related'], dtype=object), 'full': array([{'id': '337', 'value': 'Bioengineering'},
       {'id': '583', 'value': 'Vaccine Related'}], dtype=object)}, 'sdg_v1': None, 'uoa_v1': {'codes': array(['A05'], dtype=object), 'full': array([{'id': '30005', 'code': 'A05', 'name': 'Biological Sciences'}],
      dtype=object)}}"		52		20.0	94165853
21	pub.1126701081	10.1136/annrheumdis-2020-217480	Festina lente: hydroxychloroquine, COVID-19 and the role of the rheumatologist	2020	Annals of the Rheumatic Diseases	BMJ		32295786		article	2020-04-15	2020-04-15	2020-06	['oa_all' 'bronze']	"{'bra_v1': None, 'for_v1': {'first_level': {'codes': array(['11'], dtype=object), 'full': array([{'id': '2211', 'code': '11', 'name': 'Medical and Health Sciences'}],
      dtype=object)}, 'second_level': {'codes': array(['1103', '1107', '1117'], dtype=object), 'full': array([{'id': '3053', 'code': '1103', 'name': 'Clinical Sciences'},
       {'id': '3103', 'code': '1107', 'name': 'Immunology'},
       {'id': '3177', 'code': '1117', 'name': 'Public Health and Health Services'}],
      dtype=object)}}, 'hra_v1': None, 'hrcs_hc_v1': None, 'hrcs_rac_v1': None, 'icrp_cso_v1': None, 'icrp_ct_v1': None, 'rcdc_v1': None, 'sdg_v1': None, 'uoa_v1': None}"		36		114.0	79859248
22	pub.1126693969	10.1186/s13054-020-02880-z	COVID-19 pneumonia: ARDS or not?	2020	Critical Care	Springer Nature		32299472	7160817	article	2020-04-16	2020-04-16	2020-12	['oa_all' 'gold']	"{'bra_v1': None, 'for_v1': {'first_level': {'codes': array(['11'], dtype=object), 'full': array([{'id': '2211', 'code': '11', 'name': 'Medical and Health Sciences'}],
      dtype=object)}, 'second_level': {'codes': array([], dtype=object), 'full': array([], dtype=object)}}, 'hra_v1': None, 'hrcs_hc_v1': None, 'hrcs_rac_v1': None, 'icrp_cso_v1': None, 'icrp_ct_v1': None, 'rcdc_v1': None, 'sdg_v1': None, 'uoa_v1': None}"		291		295.0	79918900
23	pub.1126756640	10.1016/s2352-4642(20)30110-3	ADHD management during the COVID-19 pandemic: guidance from the European ADHD Guidelines Group	2020	The Lancet Child & Adolescent Health	Elsevier		32311314		article	2020-04-17	2020-04-17	2020-06	['oa_all' 'bronze']	{'bra_v1': None, 'for_v1': None, 'hra_v1': None, 'hrcs_hc_v1': None, 'hrcs_rac_v1': None, 'icrp_cso_v1': None, 'icrp_ct_v1': None, 'rcdc_v1': None, 'sdg_v1': None, 'uoa_v1': None}		56		215.0	80019687
24	pub.1126172930	10.1007/s15004-020-8073-9	COVID-19 bei Krebspatienten: Achtsamkeit und Abwägung sind erforderlich!	2020	InFo Hämatologie + Onkologie	Springer Nature			7149290	article	2020-04-20	2020-04-20	2020-04	['closed']	{'bra_v1': None, 'for_v1': None, 'hra_v1': None, 'hrcs_hc_v1': None, 'hrcs_rac_v1': None, 'icrp_cso_v1': None, 'icrp_ct_v1': None, 'rcdc_v1': None, 'sdg_v1': None, 'uoa_v1': None}		0			
25	pub.1126886855	10.1186/s12985-020-01323-z	H2 influenza A virus is not pathogenic in Tmprss2 knock-out mice	2020	Virology Journal	Springer Nature		32321537		article	2020-04-22	2020-04-22	2020-12	['oa_all' 'gold']	"{'bra_v1': {'values': array(['Basic Science'], dtype=object), 'full': array([{'id': '4000', 'value': 'Basic Science'}], dtype=object)}, 'for_v1': {'first_level': {'codes': array(['11'], dtype=object), 'full': array([{'id': '2211', 'code': '11', 'name': 'Medical and Health Sciences'}],
      dtype=object)}, 'second_level': {'codes': array(['1108'], dtype=object), 'full': array([{'id': '3114', 'code': '1108', 'name': 'Medical Microbiology'}],
      dtype=object)}}, 'hra_v1': {'values': array(['Biomedical'], dtype=object), 'full': array([{'id': '3900', 'value': 'Biomedical'}], dtype=object)}, 'hrcs_hc_v1': {'values': array(['Infection'], dtype=object), 'full': array([{'id': '898', 'value': 'Infection'}], dtype=object)}, 'hrcs_rac_v1': {'codes': array(['2.1', '2.2'], dtype=object), 'full': array([{'id': '10201', 'code': '2.1', 'name': 'Biological and endogenous factors'},
       {'id': '10202', 'code': '2.2', 'name': 'Factors relating to the physical environment'}],
      dtype=object)}, 'icrp_cso_v1': None, 'icrp_ct_v1': None, 'rcdc_v1': {'values': array(['Influenza', 'Biodefense', 'Emerging Infectious Diseases',
       'Infectious Diseases', 'Pneumonia & Influenza', 'Prevention',
       'Vaccine Related'], dtype=object), 'full': array([{'id': '370', 'value': 'Influenza'},
       {'id': '499', 'value': 'Biodefense'},
       {'id': '520', 'value': 'Emerging Infectious Diseases'},
       {'id': '533', 'value': 'Infectious Diseases'},
       {'id': '556', 'value': 'Pneumonia & Influenza'},
       {'id': '558', 'value': 'Prevention'},
       {'id': '583', 'value': 'Vaccine Related'}], dtype=object)}, 'sdg_v1': None, 'uoa_v1': {'codes': array(['A01'], dtype=object), 'full': array([{'id': '30001', 'code': 'A01', 'name': 'Clinical Medicine'}],
      dtype=object)}}"		3		1.0	80393476
26	pub.1126664345	10.1002/mds.28084	SARS‐CoV‐2: At the Crossroad Between Aging and Neurodegeneration	2020	Movement Disorders	Wiley		32291797	7262312	article	2020-04-24	2020-04-24	2020-05	['oa_all' 'bronze']	"{'bra_v1': None, 'for_v1': {'first_level': {'codes': array(['11'], dtype=object), 'full': array([{'id': '2211', 'code': '11', 'name': 'Medical and Health Sciences'}],
      dtype=object)}, 'second_level': {'codes': array(['1103', '1106', '1109'], dtype=object), 'full': array([{'id': '3053', 'code': '1103', 'name': 'Clinical Sciences'},
       {'id': '3097', 'code': '1106', 'name': 'Human Movement and Sports Science'},
       {'id': '3120', 'code': '1109', 'name': 'Neurosciences'}],
      dtype=object)}}, 'hra_v1': None, 'hrcs_hc_v1': None, 'hrcs_rac_v1': None, 'icrp_cso_v1': None, 'icrp_ct_v1': None, 'rcdc_v1': None, 'sdg_v1': None, 'uoa_v1': None}"		50		48.0	79853487
27	pub.1127173148	10.1101/2020.04.27.063180	Structure of replicating SARS-CoV-2 polymerase	2020	bioRxiv	Cold Spring Harbor Laboratory	10.1038/s41586-020-2368-8			preprint	2020-04-27	2020-04-27		['oa_all' 'green']	"{'bra_v1': {'values': array(['Basic Science'], dtype=object), 'full': array([{'id': '4000', 'value': 'Basic Science'}], dtype=object)}, 'for_v1': {'first_level': {'codes': array(['06'], dtype=object), 'full': array([{'id': '2206', 'code': '06', 'name': 'Biological Sciences'}],
      dtype=object)}, 'second_level': {'codes': array(['0604'], dtype=object), 'full': array([{'id': '2620', 'code': '0604', 'name': 'Genetics'}], dtype=object)}}, 'hra_v1': {'values': array(['Biomedical'], dtype=object), 'full': array([{'id': '3900', 'value': 'Biomedical'}], dtype=object)}, 'hrcs_hc_v1': None, 'hrcs_rac_v1': None, 'icrp_cso_v1': None, 'icrp_ct_v1': None, 'rcdc_v1': {'values': array(['Lung', 'Pneumonia', 'Biodefense', 'Emerging Infectious Diseases',
       'Genetics', 'Infectious Diseases', 'Pneumonia & Influenza',
       'Prevention', 'Vaccine Related'], dtype=object), 'full': array([{'id': '410', 'value': 'Lung'},
       {'id': '426', 'value': 'Pneumonia'},
       {'id': '499', 'value': 'Biodefense'},
       {'id': '520', 'value': 'Emerging Infectious Diseases'},
       {'id': '526', 'value': 'Genetics'},
       {'id': '533', 'value': 'Infectious Diseases'},
       {'id': '556', 'value': 'Pneumonia & Influenza'},
       {'id': '558', 'value': 'Prevention'},
       {'id': '583', 'value': 'Vaccine Related'}], dtype=object)}, 'sdg_v1': None, 'uoa_v1': {'codes': array(['A05'], dtype=object), 'full': array([{'id': '30005', 'code': 'A05', 'name': 'Biological Sciences'}],
      dtype=object)}}"		4		289.0	80743959
28	pub.1127181753	10.1159/000508076	COVID-19: Possible Impact of the Genetic Background in IFNL Genes on Disease Outcomes	2020	Journal of Innate Immunity	Karger Publishers		32344401	7251566	article	2020-04-28	2020-04-28	2020	['oa_all' 'gold']	"{'bra_v1': None, 'for_v1': {'first_level': {'codes': array(['11'], dtype=object), 'full': array([{'id': '2211', 'code': '11', 'name': 'Medical and Health Sciences'}],
      dtype=object)}, 'second_level': {'codes': array([], dtype=object), 'full': array([], dtype=object)}}, 'hra_v1': None, 'hrcs_hc_v1': None, 'hrcs_rac_v1': None, 'icrp_cso_v1': None, 'icrp_ct_v1': None, 'rcdc_v1': None, 'sdg_v1': None, 'uoa_v1': None}"		8			
29	pub.1127167480	10.1016/j.chest.2020.04.033	When the game changes: Guidance to adjust sarcoidosis management during the COVID-19 pandemic	2020	CHEST Journal	Elsevier		32360495		article	2020-04-29	2020-04-29	2020-09	['oa_all' 'bronze']	"{'bra_v1': None, 'for_v1': {'first_level': {'codes': array(['11'], dtype=object), 'full': array([{'id': '2211', 'code': '11', 'name': 'Medical and Health Sciences'}],
      dtype=object)}, 'second_level': {'codes': array(['1103'], dtype=object), 'full': array([{'id': '3053', 'code': '1103', 'name': 'Clinical Sciences'}],
      dtype=object)}}, 'hra_v1': None, 'hrcs_hc_v1': None, 'hrcs_rac_v1': None, 'icrp_cso_v1': None, 'icrp_ct_v1': None, 'rcdc_v1': None, 'sdg_v1': None, 'uoa_v1': None}"		19		15.0	80909836
30	pub.1127241353	10.1101/2020.04.24.20077891	COVID-19 in Africa: outbreak despite interventions?	2020	medRxiv	Cold Spring Harbor Laboratory				preprint	2020-04-29	2020-04-29		['oa_all' 'green']	"{'bra_v1': None, 'for_v1': {'first_level': {'codes': array(['11'], dtype=object), 'full': array([{'id': '2211', 'code': '11', 'name': 'Medical and Health Sciences'}],
      dtype=object)}, 'second_level': {'codes': array(['1117'], dtype=object), 'full': array([{'id': '3177', 'code': '1117', 'name': 'Public Health and Health Services'}],
      dtype=object)}}, 'hra_v1': {'values': array(['Population & Society'], dtype=object), 'full': array([{'id': '3903', 'value': 'Population & Society'}], dtype=object)}, 'hrcs_hc_v1': {'values': array(['Infection'], dtype=object), 'full': array([{'id': '898', 'value': 'Infection'}], dtype=object)}, 'hrcs_rac_v1': None, 'icrp_cso_v1': None, 'icrp_ct_v1': None, 'rcdc_v1': {'values': array(['Prevention', 'Vaccine Related'], dtype=object), 'full': array([{'id': '558', 'value': 'Prevention'},
       {'id': '583', 'value': 'Vaccine Related'}], dtype=object)}, 'sdg_v1': None, 'uoa_v1': {'codes': array(['A02'], dtype=object), 'full': array([{'id': '30002', 'code': 'A02', 'name': 'Public Health, Health Services and Primary Care'}],
      dtype=object)}}"		4		16.0	94202530
31	pub.1127244380	10.1016/j.jhin.2020.04.041	COVID-19-associated shortage of alcohol-based hand rubs, face masks, medical gloves and gowns – proposal for a risk-adapted approach to ensure patient and healthcare worker safety	2020	Journal of Hospital Infection	Elsevier		32360355		article	2020-04-30	2020-04-30	2020-07	['oa_all' 'bronze']	"{'bra_v1': None, 'for_v1': {'first_level': {'codes': array(['11'], dtype=object), 'full': array([{'id': '2211', 'code': '11', 'name': 'Medical and Health Sciences'}],
      dtype=object)}, 'second_level': {'codes': array(['1117'], dtype=object), 'full': array([{'id': '3177', 'code': '1117', 'name': 'Public Health and Health Services'}],
      dtype=object)}}, 'hra_v1': {'values': array(['Health services & systems'], dtype=object), 'full': array([{'id': '3902', 'value': 'Health services & systems'}], dtype=object)}, 'hrcs_hc_v1': {'values': array(['Generic health relevance'], dtype=object), 'full': array([{'id': '890', 'value': 'Generic health relevance'}], dtype=object)}, 'hrcs_rac_v1': None, 'icrp_cso_v1': None, 'icrp_ct_v1': None, 'rcdc_v1': {'values': array(['Alcoholism, Alcohol Use and Health', 'Patient Safety',
       'Substance Abuse'], dtype=object), 'full': array([{'id': '490', 'value': 'Alcoholism, Alcohol Use and Health'},
       {'id': '546', 'value': 'Patient Safety'},
       {'id': '573', 'value': 'Substance Abuse'}], dtype=object)}, 'sdg_v1': {'codes': array(['3'], dtype=object), 'full': array([{'id': '40003', 'code': '3', 'name': 'Good Health and Well Being'}],
      dtype=object)}, 'uoa_v1': {'codes': array(['C17'], dtype=object), 'full': array([{'id': '30017', 'code': 'C17', 'name': 'Business and Management Studies'}],
      dtype=object)}}"		24		18.0	80967276
32	pub.1127239016	10.1007/s00347-020-01105-6	Werbung oder Information in der Ophthalmologie?	2020	Der Ophthalmologe	Springer Nature		32350611	7808978	article	2020-04-30	2020-04-30	2021-01	['oa_all' 'hybrid']	"{'bra_v1': None, 'for_v1': {'first_level': {'codes': array(['11'], dtype=object), 'full': array([{'id': '2211', 'code': '11', 'name': 'Medical and Health Sciences'}],
      dtype=object)}, 'second_level': {'codes': array(['1117'], dtype=object), 'full': array([{'id': '3177', 'code': '1117', 'name': 'Public Health and Health Services'}],
      dtype=object)}}, 'hra_v1': None, 'hrcs_hc_v1': None, 'hrcs_rac_v1': None, 'icrp_cso_v1': None, 'icrp_ct_v1': None, 'rcdc_v1': None, 'sdg_v1': None, 'uoa_v1': {'codes': array(['A03'], dtype=object), 'full': array([{'id': '30003', 'code': 'A03', 'name': 'Allied Health Professions, Dentistry, Nursing and Pharmacy'}],
      dtype=object)}}"		0		2.0	80895336
33	pub.1127259675	10.1016/j.molcel.2020.04.022	A Multibasic Cleavage Site in the Spike Protein of SARS-CoV-2 Is Essential for Infection of Human Lung Cells	2020	Molecular Cell	Elsevier		32362314		article	2020-05-01	2020-05-01	2020-05	['oa_all' 'bronze']	"{'bra_v1': {'values': array(['Basic Science'], dtype=object), 'full': array([{'id': '4000', 'value': 'Basic Science'}], dtype=object)}, 'for_v1': {'first_level': {'codes': array(['06', '11'], dtype=object), 'full': array([{'id': '2206', 'code': '06', 'name': 'Biological Sciences'},
       {'id': '2211', 'code': '11', 'name': 'Medical and Health Sciences'}],
      dtype=object)}, 'second_level': {'codes': array(['0601', '1108'], dtype=object), 'full': array([{'id': '2581', 'code': '0601', 'name': 'Biochemistry and Cell Biology'},
       {'id': '3114', 'code': '1108', 'name': 'Medical Microbiology'}],
      dtype=object)}}, 'hra_v1': {'values': array(['Biomedical'], dtype=object), 'full': array([{'id': '3900', 'value': 'Biomedical'}], dtype=object)}, 'hrcs_hc_v1': {'values': array(['Infection'], dtype=object), 'full': array([{'id': '898', 'value': 'Infection'}], dtype=object)}, 'hrcs_rac_v1': {'codes': array(['2.2'], dtype=object), 'full': array([{'id': '10202', 'code': '2.2', 'name': 'Factors relating to the physical environment'}],
      dtype=object)}, 'icrp_cso_v1': None, 'icrp_ct_v1': None, 'rcdc_v1': {'values': array(['Lung', 'Pneumonia', 'Biodefense', 'Emerging Infectious Diseases',
       'Infectious Diseases', 'Pneumonia & Influenza', 'Prevention',
       'Vaccine Related'], dtype=object), 'full': array([{'id': '410', 'value': 'Lung'},
       {'id': '426', 'value': 'Pneumonia'},
       {'id': '499', 'value': 'Biodefense'},
       {'id': '520', 'value': 'Emerging Infectious Diseases'},
       {'id': '533', 'value': 'Infectious Diseases'},
       {'id': '556', 'value': 'Pneumonia & Influenza'},
       {'id': '558', 'value': 'Prevention'},
       {'id': '583', 'value': 'Vaccine Related'}], dtype=object)}, 'sdg_v1': None, 'uoa_v1': {'codes': array(['A05'], dtype=object), 'full': array([{'id': '30005', 'code': 'A05', 'name': 'Biological Sciences'}],
      dtype=object)}}"		650		421.0	81041634
34	pub.1127378322	10.1101/2020.05.02.043554	Catalytic cleavage of HEAT and subsequent covalent binding of the tetralone moiety by the SARS-CoV-2 main protease	2020	bioRxiv	Cold Spring Harbor Laboratory				preprint	2020-05-04	2020-05-04		['oa_all' 'green']	"{'bra_v1': None, 'for_v1': {'first_level': {'codes': array(['03'], dtype=object), 'full': array([{'id': '2203', 'code': '03', 'name': 'Chemical Sciences'}],
      dtype=object)}, 'second_level': {'codes': array(['0305'], dtype=object), 'full': array([{'id': '2464', 'code': '0305', 'name': 'Organic Chemistry'}],
      dtype=object)}}, 'hra_v1': None, 'hrcs_hc_v1': None, 'hrcs_rac_v1': None, 'icrp_cso_v1': None, 'icrp_ct_v1': None, 'rcdc_v1': {'values': array(['Orphan Drug', 'Prevention', 'Rare Diseases'], dtype=object), 'full': array([{'id': '543', 'value': 'Orphan Drug'},
       {'id': '558', 'value': 'Prevention'},
       {'id': '559', 'value': 'Rare Diseases'}], dtype=object)}, 'sdg_v1': None, 'uoa_v1': {'codes': array(['B08'], dtype=object), 'full': array([{'id': '30008', 'code': 'B08', 'name': 'Chemistry'}], dtype=object)}}"		2		7.0	81361885
35	pub.1127376888	10.1016/j.cell.2020.04.031	Structural Basis for Potent Neutralization of Betacoronaviruses by Single-Domain Camelid Antibodies	2020	Cell	Elsevier		32375025		article	2020-05-05	2020-05-05	2020-05	['oa_all' 'bronze']	"{'bra_v1': {'values': array(['Basic Science'], dtype=object), 'full': array([{'id': '4000', 'value': 'Basic Science'}], dtype=object)}, 'for_v1': {'first_level': {'codes': array(['06'], dtype=object), 'full': array([{'id': '2206', 'code': '06', 'name': 'Biological Sciences'}],
      dtype=object)}, 'second_level': {'codes': array(['0601'], dtype=object), 'full': array([{'id': '2581', 'code': '0601', 'name': 'Biochemistry and Cell Biology'}],
      dtype=object)}}, 'hra_v1': {'values': array(['Biomedical'], dtype=object), 'full': array([{'id': '3900', 'value': 'Biomedical'}], dtype=object)}, 'hrcs_hc_v1': {'values': array(['Infection'], dtype=object), 'full': array([{'id': '898', 'value': 'Infection'}], dtype=object)}, 'hrcs_rac_v1': {'codes': array(['2.1'], dtype=object), 'full': array([{'id': '10201', 'code': '2.1', 'name': 'Biological and endogenous factors'}],
      dtype=object)}, 'icrp_cso_v1': None, 'icrp_ct_v1': None, 'rcdc_v1': {'values': array(['Lung', 'Pneumonia', 'Biodefense', 'Emerging Infectious Diseases',
       'Infectious Diseases', 'Pneumonia & Influenza', 'Prevention',
       'Vaccine Related'], dtype=object), 'full': array([{'id': '410', 'value': 'Lung'},
       {'id': '426', 'value': 'Pneumonia'},
       {'id': '499', 'value': 'Biodefense'},
       {'id': '520', 'value': 'Emerging Infectious Diseases'},
       {'id': '533', 'value': 'Infectious Diseases'},
       {'id': '556', 'value': 'Pneumonia & Influenza'},
       {'id': '558', 'value': 'Prevention'},
       {'id': '583', 'value': 'Vaccine Related'}], dtype=object)}, 'sdg_v1': None, 'uoa_v1': {'codes': array(['A05'], dtype=object), 'full': array([{'id': '30005', 'code': 'A05', 'name': 'Biological Sciences'}],
      dtype=object)}}"		239		2649.0	81432678
